UPI_Frequency,UPI_Spent_Monthly,UPI_Groceries,UPI_Utilities,UPI_Transport,UPI_Mobile,UPI_Rent,UPI_Ecommerce,Merchants_Paid,ATM_Withdraw_Freq,ATM_Withdraw_Amount,Loan_Repayment,RD_FD_Amount,Digital_Gold_Savings,Mutual_Fund_SIP,SHG_Contribution,Chit_Fund,Electricity_Payment_Timing,Gas_Bill,Water_Bill,DTH_Internet_Bill,EMI_Payment_Status,Shakti_Score
3,42222,7520,3184,1608,741,10748,7804,30,9,16047,0,47533,741,10340,2441,7053,On-Time,1462,925,1790,Delayed,688
3,35011,4858,2959,1442,831,5769,19536,47,2,16262,3586,4332,2388,11526,2897,2817,Late,478,920,2229,On-Time,785
1,31662,5158,1552,729,281,7831,1312,25,4,20379,0,29527,689,10362,683,8410,On-Time,580,514,1846,On-Time,596
2,26535,210,780,645,230,7508,1038,26,9,25561,0,3198,4862,1542,320,8260,On-Time,1032,909,1614,On-Time,466
3,38322,9469,1535,1910,696,27609,9710,12,9,443,0,25314,5906,12865,3440,2098,On-Time,286,257,2212,On-Time,418
2,14358,303,2713,1716,213,26948,4829,43,5,5451,0,39570,1744,3613,2116,1047,On-Time,712,227,351,On-Time,579
1,22595,1648,3710,200,285,14281,2610,39,0,6971,0,23798,7815,8436,1286,7698,On-Time,1460,714,2388,On-Time,593
1,30621,5737,2475,1944,290,4163,13064,4,3,22608,0,25208,9794,1151,1790,8134,On-Time,1275,832,387,On-Time,305
3,27122,6971,2372,978,349,28491,18341,25,0,26346,0,24368,8615,6984,2144,5714,On-Time,870,783,1417,Delayed,518
1,2315,4046,1225,758,622,24701,12383,46,8,29563,0,6116,9029,5497,883,2919,Late,870,693,1094,On-Time,563
3,40299,5940,737,193,128,3401,12086,31,5,28212,0,1321,3043,7431,4624,5723,On-Time,325,488,776,On-Time,649
1,49732,6048,205,1700,783,19747,16837,41,6,22207,3586,16468,3547,8401,1705,5519,On-Time,744,637,1358,On-Time,744
1,42457,508,539,980,871,12270,16561,2,6,19302,0,40660,6835,8784,412,2022,On-Time,419,840,1255,On-Time,389
3,35344,9113,4608,1787,121,4031,19449,40,1,13892,0,27849,5017,3756,495,9144,On-Time,762,409,1282,On-Time,682
2,24716,825,4002,1385,194,5831,9386,7,1,27104,0,9009,6063,3908,1700,6531,On-Time,150,892,2002,On-Time,312
3,35013,3697,2957,1827,511,25902,17178,24,4,29388,0,44330,8134,6640,917,5342,On-Time,201,392,1021,On-Time,536
2,41848,8899,2830,641,103,10285,2332,22,4,3664,0,18098,8430,1034,2763,9599,On-Time,102,113,772,On-Time,483
1,23433,8507,4465,550,155,29674,13276,24,9,3415,3586,49750,5318,14380,2425,2193,On-Time,1437,655,965,On-Time,589
1,15082,8890,749,1417,934,15210,3090,13,9,2089,0,25962,7736,13998,4734,804,On-Time,139,298,332,Delayed,400
2,31657,7227,4770,1462,417,10253,4105,39,4,4112,0,48252,4334,408,2756,8101,On-Time,153,655,1318,On-Time,729
1,21653,726,2203,1499,716,16994,8871,17,7,16080,3586,27985,9082,13918,4340,3045,On-Time,509,641,2061,On-Time,428
2,13356,2525,1106,1340,71,12025,627,27,6,19574,3586,9667,5347,5437,2527,291,On-Time,165,911,303,On-Time,419
1,43283,358,4789,374,531,17735,13163,46,0,14252,0,34196,6940,4651,3435,8528,On-Time,1309,571,300,On-Time,790
1,34270,3302,875,1868,861,14853,19856,11,2,4666,0,35363,7641,4977,2286,7610,On-Time,906,356,1158,On-Time,394
3,47711,4814,1794,176,743,5056,13622,27,7,13764,0,49255,5419,2261,4850,1923,On-Time,447,940,837,On-Time,717
2,6915,5353,4309,1167,771,25744,2866,33,4,19651,3586,30051,4962,10574,3514,4391,On-Time,1344,736,1244,On-Time,562
1,41511,9073,3413,1545,808,4146,13180,7,3,10156,3586,40731,9774,5241,4917,232,On-Time,763,801,420,On-Time,453
2,15753,6966,1580,861,801,20918,6007,12,7,29604,3586,41355,4855,5109,4107,4452,On-Time,1037,250,1247,On-Time,335
1,24180,2407,2370,1332,859,8224,15470,43,8,8034,0,43829,7321,163,139,5386,On-Time,241,923,330,On-Time,695
2,48241,6429,1695,1876,580,15077,14102,24,0,10458,0,349,6668,10590,3207,188,Late,618,510,1528,On-Time,539
3,45483,2393,4807,770,609,24035,2799,35,6,15361,3586,33760,9873,13913,4838,849,On-Time,881,408,2009,On-Time,765
1,1331,4836,3783,1007,801,10666,8251,4,6,7914,3586,111,9765,13105,4870,19,On-Time,368,799,1972,On-Time,172
1,16518,2534,4976,1997,555,13346,2105,25,4,9105,0,11650,9649,1057,2593,1508,On-Time,1169,701,2253,Delayed,435
2,25816,1059,3135,1933,438,10496,18741,45,6,5925,0,13774,3020,9734,2781,8788,Late,329,931,1099,On-Time,683
2,38721,5172,1682,1982,495,4772,19206,35,4,5568,3586,14330,4157,2488,344,1442,On-Time,265,412,326,On-Time,587
1,3116,3775,3328,1901,621,20002,5623,43,9,29938,0,36316,7754,2655,2130,6591,On-Time,1472,549,480,On-Time,567
2,38084,1406,429,1270,837,9361,10328,31,6,15048,0,35508,9364,12219,1601,8301,On-Time,458,507,325,Delayed,664
3,2537,2895,2667,314,953,14410,4088,25,1,1462,0,3890,4868,13001,2687,2684,On-Time,823,697,1909,On-Time,396
1,14192,5813,4085,1177,731,15351,17719,27,4,26186,3586,39836,3250,8233,446,5234,Late,992,628,376,On-Time,504
1,15121,9408,4053,875,699,27199,9290,37,6,9189,3586,27920,7436,11280,2036,8590,On-Time,1256,257,730,On-Time,564
1,27288,6466,1060,387,101,9988,12015,30,6,7343,3586,14078,663,12309,3195,6943,On-Time,848,113,1528,On-Time,522
3,40590,2303,3663,1451,641,18935,11775,12,9,24776,3586,47721,5107,5558,4166,3871,On-Time,452,551,491,On-Time,536
1,14313,2879,3960,1252,346,8651,6447,21,4,18931,0,46175,1014,4726,3859,873,On-Time,542,976,838,On-Time,404
1,38276,6639,1445,180,698,25723,12411,49,6,13027,0,49023,8809,12393,3507,5850,On-Time,1499,794,934,On-Time,887
2,4724,620,3976,1853,912,23727,7796,37,2,11883,0,27424,5164,5458,839,6242,On-Time,469,570,407,On-Time,538
1,1808,732,1971,1558,374,10080,8453,14,3,19580,3586,9026,7179,8569,197,8505,On-Time,1010,163,1876,On-Time,227
2,21629,8599,1712,1785,876,17365,1246,29,0,25449,0,42029,8144,188,2283,3400,On-Time,278,731,1769,On-Time,488
1,9738,8603,4390,306,347,16710,4761,9,2,28097,0,48853,7200,14126,3877,1506,On-Time,607,541,437,On-Time,393
2,20647,3966,312,714,766,7263,16088,10,9,22793,0,17500,3276,8884,3152,689,On-Time,167,629,368,On-Time,353
2,33255,6097,563,1811,834,29017,10304,5,7,21948,3586,25190,5175,8181,1496,5361,On-Time,817,817,1536,On-Time,328
2,3389,5938,229,1254,339,28691,4351,8,5,21586,0,46894,2791,9141,262,3175,On-Time,955,373,561,On-Time,292
3,30405,6887,2999,390,954,27625,9671,5,7,28111,0,45444,5561,749,309,6797,On-Time,730,880,404,On-Time,330
2,31104,8514,564,1891,976,23410,16751,37,4,15019,3586,41400,9343,8177,3743,6008,On-Time,1193,479,2479,On-Time,677
3,43762,6075,4078,292,849,10971,18952,3,0,25714,0,25436,5612,6433,317,6127,On-Time,623,910,2082,On-Time,373
2,48340,4574,3323,1961,533,24355,10837,46,4,24458,0,40700,7975,13628,4897,8103,On-Time,501,905,2207,On-Time,954
3,49631,8523,1159,302,299,14814,19993,4,1,21032,3586,18860,9479,3209,4536,8093,On-Time,295,633,990,On-Time,356
2,28812,3170,4616,111,882,8829,9816,30,6,8398,3586,195,7543,5987,2138,6229,On-Time,779,144,1315,On-Time,480
3,26384,4585,528,634,516,22012,1963,16,6,22013,3586,48888,9491,14433,723,2557,On-Time,389,133,344,Delayed,475
3,19625,889,3132,843,608,25026,18165,26,3,18526,0,20497,6540,6393,1238,3322,On-Time,1093,144,1450,On-Time,496
3,26604,8694,2813,394,669,5324,8969,28,3,8621,3586,49434,1355,5756,2832,4429,Late,1472,618,393,On-Time,543
3,43752,2899,3990,536,812,10187,13093,13,9,25892,0,13635,778,10548,3496,446,On-Time,598,849,2131,On-Time,483
1,18692,8880,3387,1448,825,11596,10438,47,6,29994,0,7668,5037,9251,3393,6886,Late,505,863,1636,On-Time,717
3,8157,8161,2816,495,502,8572,12029,26,7,26190,0,1381,6881,4855,4809,712,On-Time,981,692,365,On-Time,354
1,30301,3573,3223,1328,860,26231,6762,43,4,19533,0,23623,3864,10975,3310,7796,On-Time,206,434,354,On-Time,750
3,33046,2710,439,425,749,19422,6864,11,6,3836,0,7031,4588,11294,2539,5482,On-Time,549,790,774,On-Time,435
3,41500,302,4739,768,950,24508,17150,6,3,8146,0,20483,9717,11943,4891,7391,On-Time,1386,198,2306,On-Time,402
2,11946,658,3766,1439,565,26489,14540,42,3,4847,3586,39068,5526,13886,3601,8316,On-Time,754,650,1198,On-Time,706
2,2355,7363,2911,1702,178,25002,3911,13,6,28635,0,7762,3534,3412,1703,9309,On-Time,242,811,1782,On-Time,203
1,39500,1134,591,352,809,6149,6646,30,7,1569,0,13304,1645,4259,953,2918,On-Time,670,733,320,Delayed,529
1,38420,5784,2165,1538,971,4040,5196,47,2,7801,3586,21449,4553,175,4931,2584,On-Time,351,154,1684,Delayed,799
1,36313,9575,2665,863,392,22096,3563,25,9,4064,0,41156,6717,10480,1112,9777,On-Time,937,692,1057,On-Time,601
3,25170,1789,4433,403,381,10647,11413,28,7,14572,3586,44448,873,12877,611,2789,On-Time,163,755,2080,On-Time,517
2,35304,9920,3570,1650,946,23531,7253,37,3,8368,3586,18006,4733,10501,904,9778,On-Time,614,890,2218,On-Time,627
1,12400,5777,1926,1750,730,27263,15743,28,6,19161,3586,47489,7157,4469,3862,2323,On-Time,516,826,2456,On-Time,493
3,22960,6740,1474,1064,85,18775,12174,4,6,12941,0,11392,6474,4758,1264,7384,On-Time,789,587,472,On-Time,198
2,9491,3037,627,1364,974,7960,11083,8,5,14261,0,26998,4824,9548,4363,3804,On-Time,1018,101,1416,On-Time,237
1,26988,7922,4551,416,953,23856,5546,43,4,15534,3586,6735,3599,206,2749,7847,On-Time,1276,233,737,On-Time,633
3,46556,7235,2380,987,155,22940,6179,32,8,10909,3586,38310,1750,7703,861,19,On-Time,539,709,1070,On-Time,677
2,8903,3081,1057,1142,971,22334,11671,43,8,12287,0,44258,6752,4193,1093,9545,On-Time,983,298,712,On-Time,643
3,38927,2053,1439,1248,303,10818,8512,16,8,22445,3586,30131,7783,4658,2211,8275,On-Time,1440,506,1172,Delayed,517
1,31079,1611,2055,1470,418,28276,14329,12,2,19791,0,32100,7065,12536,3839,8629,On-Time,598,710,617,Delayed,476
1,8278,7890,4975,1534,826,12963,2480,43,9,8160,0,37776,1952,9587,1151,5211,Late,354,364,815,On-Time,671
3,8306,2417,1939,1782,85,20584,11485,43,0,27516,3586,24254,3320,1130,2531,2029,On-Time,198,131,836,Delayed,570
3,40429,1097,3954,1131,688,22970,8482,23,5,25925,0,22689,338,8986,1467,1969,Late,527,731,1796,On-Time,499
3,12570,8339,4289,1772,247,12833,17893,15,0,9870,3586,48036,2767,4737,4194,292,On-Time,655,681,1934,On-Time,360
3,45371,3263,4175,989,751,5500,7167,6,1,12315,0,27220,3029,7569,3514,6517,On-Time,1400,507,1062,On-Time,460
1,38474,6636,2093,468,283,26645,11220,2,2,491,0,14204,5348,13043,266,135,On-Time,751,860,1994,On-Time,358
2,18941,9355,2278,676,400,20109,16318,18,3,20405,3586,48611,9774,480,1387,5415,On-Time,776,641,912,On-Time,397
2,25537,8701,4887,621,373,29767,16032,40,9,24052,0,37005,1416,12103,3052,8060,On-Time,1465,833,1827,On-Time,706
2,44819,5876,2943,1520,232,27878,19032,22,8,10696,3586,2386,7877,610,363,5261,Late,286,115,1062,On-Time,478
2,46920,2634,965,210,167,23685,10475,42,5,27229,3586,29035,8569,6036,1675,8253,On-Time,1421,669,307,On-Time,784
2,31850,5169,4155,1312,262,20902,15381,10,2,28533,0,33358,2423,10324,300,3937,Late,1268,305,1017,Delayed,350
3,42895,2317,1033,1220,420,24627,18136,25,9,12715,3586,3987,7035,13801,613,8370,On-Time,364,564,1241,Delayed,532
2,9836,8273,1488,1347,164,11272,6565,9,9,23071,0,1509,3579,10772,4348,8914,On-Time,466,497,1894,On-Time,302
2,22845,560,1954,1603,864,7805,18050,46,9,10568,0,23460,5346,4917,3188,2955,On-Time,1243,550,2070,On-Time,644
1,27474,8003,494,60,110,15948,16790,40,3,13307,0,3121,5992,5183,2238,7870,On-Time,436,869,1827,On-Time,637
3,20726,298,2732,724,375,8661,11385,33,1,16497,0,43994,3596,9772,1729,7804,On-Time,991,891,1099,On-Time,626
2,945,341,997,1196,724,4441,14181,11,7,5610,0,44296,7146,7806,2630,3020,On-Time,140,382,1073,On-Time,254
1,39536,6240,2411,1045,657,18289,6701,20,5,15232,0,21706,322,8490,641,9183,On-Time,524,726,2422,On-Time,510
3,35914,8719,633,421,342,3908,4693,45,0,16554,0,11062,5581,6983,1642,8047,On-Time,699,733,831,On-Time,694
1,34201,9871,2536,858,440,27781,6271,36,0,2921,0,34287,5720,67,3716,5829,On-Time,1450,778,2146,On-Time,622
3,38160,7562,3531,1573,288,23161,16469,6,8,23697,0,26911,5403,14119,1257,9730,On-Time,1047,691,1325,On-Time,448
3,15196,2256,3433,505,428,10145,681,46,3,13747,3586,2433,4973,1812,1960,1339,On-Time,497,710,793,On-Time,552
2,28639,4440,1158,845,999,27240,16918,11,1,20361,0,4719,1706,6607,2335,3378,On-Time,191,160,1143,On-Time,293
2,33121,1249,507,851,281,16739,6696,42,4,26077,0,38528,3954,7578,184,4463,On-Time,1342,207,703,On-Time,731
1,49343,3132,271,747,75,24475,10020,35,6,10828,0,27770,4955,11079,1256,8543,On-Time,348,344,365,On-Time,750
2,46714,542,3411,1896,302,23215,4973,45,0,71,3586,1276,2144,9603,1531,5452,On-Time,828,437,1063,On-Time,771
3,30369,2405,773,507,209,27380,9342,41,3,2121,0,26647,2399,7303,56,3829,On-Time,978,213,828,Delayed,646
1,22234,1022,2434,689,57,12491,14928,8,4,19221,0,33604,8924,3154,4179,3523,On-Time,1334,887,1842,On-Time,308
3,22321,4211,1375,1262,722,21564,15345,36,2,3839,0,36544,3691,9203,848,4252,On-Time,1046,641,894,On-Time,584
3,37478,3911,3577,490,91,4387,12415,24,4,12033,0,20689,1408,9704,1220,6426,On-Time,1087,676,702,On-Time,572
3,30712,5570,4558,428,541,16994,12050,10,9,28478,0,45363,2045,5677,4015,6314,On-Time,353,625,881,On-Time,419
3,675,4281,838,1594,751,14060,5988,36,5,20819,0,14695,349,10695,2532,4261,Late,1397,458,1698,On-Time,481
1,48709,7840,4892,453,570,27415,6281,49,6,28986,0,33841,905,2689,2104,2168,On-Time,1397,490,1689,On-Time,840
2,10834,720,681,1583,89,13396,745,2,0,6788,0,18637,6093,6266,232,8997,Late,817,522,1742,On-Time,216
2,1579,2179,229,1077,697,4034,16738,25,9,25390,0,36121,6407,4558,1240,6176,On-Time,1488,796,1112,On-Time,387
3,12493,4437,520,1774,781,5066,8892,16,0,10636,0,30247,4981,9609,2943,8801,Late,862,552,2488,On-Time,415
1,10708,9334,2359,1325,895,17634,8199,2,3,2158,0,49695,9306,14018,1727,670,On-Time,888,158,2079,On-Time,282
1,31285,9432,4654,1864,517,14287,2859,32,8,1325,0,43876,9089,6123,4320,4937,On-Time,1251,277,2236,On-Time,632
1,17798,1547,2191,1684,906,17123,1399,29,7,29943,0,12943,6553,8581,906,6930,On-Time,488,450,2467,On-Time,461
2,9281,7600,4782,751,854,17267,17454,49,3,1937,0,38319,9088,7448,2059,3130,On-Time,1076,385,362,On-Time,659
2,2655,5160,4553,531,691,29894,6491,31,6,21546,0,49928,528,2297,3494,7216,On-Time,1004,754,683,Delayed,444
3,21017,2393,4500,496,291,29613,4238,7,1,14848,0,6766,3585,4053,3376,7686,On-Time,1297,177,1980,On-Time,270
2,25192,1520,3631,775,340,7463,4482,40,4,21659,3586,23522,3445,9873,2868,8182,On-Time,1383,675,911,On-Time,695
3,22335,8542,107,1904,367,17959,2851,5,2,13438,0,33453,9099,10398,1967,1020,On-Time,1073,646,1703,Delayed,319
1,10267,6812,3741,1658,950,8322,6148,8,5,7791,3586,23771,2465,7476,3816,2393,On-Time,1342,477,2426,On-Time,262
2,30820,2081,2966,1103,547,6335,5338,7,9,6611,0,2758,7946,11019,1152,8099,On-Time,593,846,1160,Delayed,273
2,16368,3213,4395,1827,432,22291,11318,36,5,11257,0,42406,7836,9621,164,4096,On-Time,1405,410,1493,On-Time,548
3,5085,3364,4667,871,871,19901,1926,35,6,27321,0,26571,2819,2759,4439,4259,On-Time,1256,584,1754,On-Time,474
3,5729,3302,293,1631,292,20192,14323,35,0,8144,3586,27727,9316,4123,3952,8551,On-Time,291,274,1235,On-Time,481
3,38333,7805,1332,461,90,11606,17499,30,9,12435,0,6029,9584,1594,1230,9297,On-Time,711,479,1293,On-Time,576
2,38999,2516,4575,170,261,17861,13351,37,0,11731,3586,31191,2774,12835,1082,8187,On-Time,106,859,1578,On-Time,757
1,19985,5146,635,1772,190,4809,19224,26,7,29089,0,21057,5568,14288,607,5665,Late,1412,290,959,On-Time,535
2,19453,6527,3403,517,656,28400,11007,26,1,19912,0,40549,6049,10983,1819,4516,On-Time,1037,644,1020,On-Time,559
1,16420,2957,4938,1860,187,22715,1662,8,2,6765,0,8865,885,9976,78,1652,On-Time,992,509,2278,On-Time,231
1,8746,3724,1897,1684,938,6480,16021,27,7,22001,0,23579,8931,7146,241,4944,Late,540,392,2091,On-Time,419
3,13587,5172,4139,259,191,22709,4571,15,1,9619,0,48098,6014,4927,1133,8991,On-Time,1234,610,2331,On-Time,339
3,3762,788,2042,1877,424,6152,3479,37,2,13909,3586,19165,9894,7784,3177,4211,On-Time,800,467,1610,On-Time,467
1,4588,9788,4761,554,606,7426,8577,39,1,11874,3586,44459,9645,6181,1647,886,On-Time,1477,560,765,On-Time,500
3,21315,5036,1528,815,437,7774,6707,16,8,516,0,29470,8747,3926,4919,7827,On-Time,748,458,867,On-Time,415
1,25923,965,1148,1274,522,28454,12611,16,4,4999,3586,48149,4802,5651,2467,3722,On-Time,656,606,569,On-Time,488
